zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone,major_highways
78526,25.99587,-97.44991,Brownsville,TX,Texas,True,,60012.0,488.8,48061,Cameron,"{""48061"": 100}",Cameron,48061,False,False,America/Chicago,"I-10, I-20"
30519,34.08792,-83.9423,Buford,GA,Georgia,True,,59997.0,686.2,13135,Gwinnett,"{""13135"": 88.72, ""13139"": 11.28}",Gwinnett|Hall,13135|13139,False,False,America/New_York,"I-85, I-20"
91950,32.66952,-117.09313,National City,CA,California,True,,59891.0,3151.5,6073,San Diego,"{""06073"": 100}",San Diego,06073,False,False,America/Los_Angeles,"I-80, I-405"
95023,36.92113,-121.36117,Hollister,CA,California,True,,59889.0,58.6,6069,San Benito,"{""06069"": 63.42, ""06085"": 36.58}",San Benito|Santa Clara,06069|06085,False,False,America/Los_Angeles,"I-405, I-15"
22192,38.68358,-77.31821,Woodbridge,VA,Virginia,True,,59794.0,1202.2,51153,Prince William,"{""51153"": 100}",Prince William,51153,False,False,America/New_York,"I-80, I-90"
85008,33.46355,-111.98746,Phoenix,AZ,Arizona,True,,59716.0,2253.6,4013,Maricopa,"{""04013"": 100}",Maricopa,04013,False,False,America/Phoenix,"I-90, I-80"
84074,40.57379,-112.29914,Tooele,UT,Utah,True,,59706.0,132.3,49045,Tooele,"{""49045"": 100}",Tooele,49045,False,False,America/Denver,"I-90, I-80"
30144,34.03672,-84.59174,Kennesaw,GA,Georgia,True,,59661.0,1041.0,13067,Cobb,"{""13067"": 100}",Cobb,13067,False,False,America/New_York,"I-20, I-85"
30318,33.79235,-84.44831,Atlanta,GA,Georgia,True,,59609.0,1133.3,13121,Fulton,"{""13121"": 100}",Fulton,13121,False,False,America/New_York,"I-85, I-20"
92071,32.85045,-116.99479,Santee,CA,California,True,,59590.0,1220.6,6073,San Diego,"{""06073"": 100}",San Diego,06073,False,False,America/Los_Angeles,"I-80, I-405"
90019,34.04861,-118.33874,Los Angeles,CA,California,True,,59548.0,5940.0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-10, I-80"
80219,39.69496,-105.03432,Denver,CO,Colorado,True,,59523.0,3113.5,8031,Denver,"{""08031"": 100}",Denver,08031,False,False,America/Denver,"I-80, I-90"
45040,39.35023,-84.30996,Mason,OH,Ohio,True,,59518.0,807.7,39165,Warren,"{""39165"": 100}",Warren,39165,False,False,America/New_York,"I-77, I-90"
60619,41.74346,-87.60532,Chicago,IL,Illinois,True,,59503.0,3751.9,17031,Cook,"{""17031"": 100}",Cook,17031,False,False,America/Chicago,"I-90, I-57"
78251,29.46292,-98.67763,San Antonio,TX,Texas,True,,59435.0,1531.6,48029,Bexar,"{""48029"": 100}",Bexar,48029,False,False,America/Chicago,"I-10, I-45"
77082,29.72383,-95.6414,Houston,TX,Texas,True,,59412.0,1822.7,48201,Harris,"{""48201"": 99.79, ""48157"": 0.21}",Harris|Fort Bend,48201|48157,False,False,America/Chicago,"I-35, I-20"
21222,39.26424,-76.49537,Dundalk,MD,Maryland,True,,59407.0,1994.0,24005,Baltimore,"{""24005"": 93.59, ""24510"": 6.41}",Baltimore|Baltimore,24005|24510,False,False,America/New_York,"I-90, I-80"
10460,40.84273,-73.87891,Bronx,NY,New York,True,,59396.0,15302.3,36005,Bronx,"{""36005"": 100}",Bronx,36005,False,False,America/New_York,"I-495, I-87"
8861,40.52087,-74.27397,Perth Amboy,NJ,New Jersey,True,,59351.0,4494.1,34023,Middlesex,"{""34023"": 100}",Middlesex,34023,False,False,America/New_York,"I-80, I-90"
32703,28.65579,-81.52139,Apopka,FL,Florida,True,,59269.0,712.7,12095,Orange,"{""12095"": 90.8, ""12117"": 9.2}",Orange|Seminole,12095|12117,False,False,America/New_York,"I-75, I-10"
98391,47.17654,-122.17362,Bonney Lake,WA,Washington,True,,59240.0,596.2,53053,Pierce,"{""53053"": 100}",Pierce,53053,False,False,America/Los_Angeles,"I-80, I-90"
29445,32.9976,-79.98757,Goose Creek,SC,South Carolina,True,,59227.0,398.4,45015,Berkeley,"{""45015"": 100}",Berkeley,45015,False,False,America/New_York,"I-90, I-80"
27713,35.88401,-78.936,Durham,NC,North Carolina,True,,59197.0,646.5,37063,Durham,"{""37063"": 66.07, ""37037"": 33.42, ""37183"": 0.51}",Durham|Chatham|Wake,37063|37037|37183,False,False,America/New_York,"I-90, I-80"
29483,33.03126,-80.23205,Summerville,SC,South Carolina,True,,59186.0,428.4,45035,Dorchester,"{""45035"": 83.41, ""45015"": 16.28, ""45019"": 0.31}",Dorchester|Berkeley|Charleston,45035|45015|45019,False,False,America/New_York,"I-80, I-90"
93458,34.95477,-120.49042,Santa Maria,CA,California,True,,59148.0,803.7,6083,Santa Barbara,"{""06083"": 99.84, ""06079"": 0.16}",Santa Barbara|San Luis Obispo,06083|06079,False,False,America/Los_Angeles,"I-405, I-15"
32818,28.58518,-81.48716,Orlando,FL,Florida,True,,59114.0,2050.9,12095,Orange,"{""12095"": 100}",Orange,12095,False,False,America/New_York,"I-4, I-75"
31907,32.48388,-84.89976,Columbus,GA,Georgia,True,,59110.0,957.0,13215,Muscogee,"{""13215"": 100}",Muscogee,13215,False,False,America/New_York,"I-285, I-20"
23320,36.75208,-76.21807,Chesapeake,VA,Virginia,True,,59108.0,719.0,51550,Chesapeake,"{""51550"": 100}",Chesapeake,51550,False,False,America/New_York,"I-90, I-80"
43228,39.96367,-83.12478,Columbus,OH,Ohio,True,,59077.0,1146.7,39049,Franklin,"{""39049"": 100}",Franklin,39049,False,False,America/New_York,"I-80, I-71"
33177,25.59703,-80.40458,Miami,FL,Florida,True,,59056.0,1816.2,12086,Miami-Dade,"{""12086"": 100}",Miami-Dade,12086,False,False,America/New_York,"I-4, I-95"
92647,33.72395,-118.00685,Huntington Beach,CA,California,True,,59047.0,3025.1,6059,Orange,"{""06059"": 100}",Orange,06059,False,False,America/Los_Angeles,"I-5, I-80"
8527,40.10478,-74.35035,Jackson,NJ,New Jersey,True,,58991.0,266.6,34029,Ocean,"{""34029"": 100}",Ocean,34029,False,False,America/New_York,"I-80, I-90"
78223,29.31102,-98.38675,San Antonio,TX,Texas,True,,58983.0,556.7,48029,Bexar,"{""48029"": 91.62, ""48493"": 8.38}",Bexar|Wilson,48029|48493,False,False,America/Chicago,"I-45, I-35"
32068,30.08218,-81.88245,Middleburg,FL,Florida,True,,58983.0,197.1,12019,Clay,"{""12019"": 100}",Clay,12019,False,False,America/New_York,"I-75, I-95"
78501,26.21599,-98.2391,Mcallen,TX,Texas,True,,58935.0,1464.3,48215,Hidalgo,"{""48215"": 100}",Hidalgo,48215,False,False,America/Chicago,"I-10, I-10"
83709,43.55212,-116.28847,Boise,ID,Idaho,True,,58928.0,675.1,16001,Ada,"{""16001"": 100}",Ada,16001,False,False,America/Boise,"I-90, I-80"
33065,26.27318,-80.26029,Coral Springs,FL,Florida,True,,58916.0,2651.5,12011,Broward,"{""12011"": 100}",Broward,12011,False,False,America/New_York,"I-75, I-10"
33142,25.80665,-80.25517,Miami,FL,Florida,True,,58908.0,2085.5,12086,Miami-Dade,"{""12086"": 100}",Miami-Dade,12086,False,False,America/New_York,"I-95, I-4"
10473,40.81817,-73.85889,Bronx,NY,New York,True,,58855.0,10629.1,36005,Bronx,"{""36005"": 100}",Bronx,36005,False,False,America/New_York,"I-90, I-495"
95127,37.37453,-121.78733,San Jose,CA,California,True,,58825.0,1193.4,6085,Santa Clara,"{""06085"": 100}",Santa Clara,06085,False,False,America/Los_Angeles,"I-5, I-10"
95670,38.60461,-121.27963,Rancho Cordova,CA,California,True,,58819.0,1758.1,6067,Sacramento,"{""06067"": 100}",Sacramento,06067,False,False,America/Los_Angeles,"I-5, I-15"
27858,35.53229,-77.29709,Greenville,NC,North Carolina,True,,58774.0,369.6,37147,Pitt,"{""37147"": 100}",Pitt,37147,False,False,America/New_York,"I-90, I-80"
48044,42.64988,-82.9296,Macomb,MI,Michigan,True,,58754.0,1680.8,26099,Macomb,"{""26099"": 100}",Macomb,26099,False,False,America/Detroit,"I-80, I-90"
37043,36.49842,-87.23197,Clarksville,TN,Tennessee,True,,58742.0,209.1,47125,Montgomery,"{""47125"": 98.31, ""47021"": 1.69}",Montgomery|Cheatham,47125|47021,False,False,America/Chicago,"I-80, I-90"
72764,36.17746,-94.051,Springdale,AR,Arkansas,True,,58719.0,342.6,5143,Washington,"{""05143"": 91.43, ""05007"": 8.57}",Washington|Benton,05143|05007,False,False,America/Chicago,"I-90, I-80"
34741,28.30544,-81.42567,Kissimmee,FL,Florida,True,,58716.0,1513.8,12097,Osceola,"{""12097"": 100}",Osceola,12097,False,False,America/New_York,"I-75, I-10"
92707,33.70991,-117.87045,Santa Ana,CA,California,True,,58695.0,4337.3,6059,Orange,"{""06059"": 100}",Orange,06059,False,False,America/Los_Angeles,"I-5, I-10"
99208,47.78071,-117.46135,Spokane,WA,Washington,True,,58669.0,464.8,53063,Spokane,"{""53063"": 100}",Spokane,53063,False,False,America/Los_Angeles,"I-80, I-90"
7030,40.7451,-74.02815,Hoboken,NJ,New Jersey,True,,58668.0,18131.4,34017,Hudson,"{""34017"": 100}",Hudson,34017,False,False,America/New_York,"I-80, I-90"
20904,39.06608,-76.97918,Silver Spring,MD,Maryland,True,,58646.0,1649.4,24031,Montgomery,"{""24031"": 97.42, ""24033"": 2.58}",Montgomery|Prince George's,24031|24033,False,False,America/New_York,"I-80, I-90"
31088,32.58587,-83.65528,Warner Robins,GA,Georgia,True,,58585.0,768.4,13153,Houston,"{""13153"": 100}",Houston,13153,False,False,America/New_York,"I-20, I-75"
29485,32.94398,-80.19362,Summerville,SC,South Carolina,True,,58507.0,465.1,45035,Dorchester,"{""45035"": 93.58, ""45019"": 6.42}",Dorchester|Charleston,45035|45019,False,False,America/New_York,"I-90, I-80"
87124,35.27144,-106.79627,Rio Rancho,NM,New Mexico,True,,58499.0,289.8,35043,Sandoval,"{""35043"": 100}",Sandoval,35043,False,False,America/Denver,"I-90, I-80"
55901,44.07679,-92.5018,Rochester,MN,Minnesota,True,,58495.0,682.8,27109,Olmsted,"{""27109"": 100}",Olmsted,27109,False,False,America/Chicago,"I-80, I-90"
90004,34.07624,-118.31101,Los Angeles,CA,California,True,,58484.0,7401.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-5, I-15"
23452,36.84604,-76.09197,Virginia Beach,VA,Virginia,True,,58455.0,1492.2,51810,Virginia Beach,"{""51810"": 100}",Virginia Beach,51810,False,False,America/New_York,"I-90, I-80"
77015,29.76485,-95.17216,Houston,TX,Texas,True,,58415.0,1092.1,48201,Harris,"{""48201"": 100}",Harris,48201,False,False,America/Chicago,"I-10, I-10"
33467,26.59472,-80.17567,Lake Worth,FL,Florida,True,,58411.0,1205.1,12099,Palm Beach,"{""12099"": 100}",Palm Beach,12099,False,False,America/New_York,"I-10, I-95"
93312,35.39186,-119.11954,Bakersfield,CA,California,True,,58384.0,1590.7,6029,Kern,"{""06029"": 100}",Kern,06029,False,False,America/Los_Angeles,"I-405, I-10"
91770,34.06395,-118.08361,Rosemead,CA,California,True,,58382.0,3455.0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-15, I-405"
32824,28.38991,-81.34471,Orlando,FL,Florida,True,,58368.0,672.8,12095,Orange,"{""12095"": 100}",Orange,12095,False,False,America/New_York,"I-95, I-10"
77044,29.89808,-95.17685,Houston,TX,Texas,True,,58347.0,576.2,48201,Harris,"{""48201"": 100}",Harris,48201,False,False,America/Chicago,"I-45, I-35"
11238,40.67105,-73.96636,Brooklyn,NY,New York,True,,58345.0,12183.0,36047,Kings,"{""36047"": 100}",Kings,36047,False,False,America/New_York,"I-95, I-90"
28025,35.38095,-80.52719,Concord,NC,North Carolina,True,,58334.0,207.8,37025,Cabarrus,"{""37025"": 100}",Cabarrus,37025,False,False,America/New_York,"I-80, I-90"
75227,32.77044,-96.68831,Dallas,TX,Texas,True,,58319.0,1947.9,48113,Dallas,"{""48113"": 100}",Dallas,48113,False,False,America/Chicago,"I-10, I-10"
75149,32.76994,-96.6151,Mesquite,TX,Texas,True,,58262.0,1403.8,48113,Dallas,"{""48113"": 100}",Dallas,48113,False,False,America/Chicago,"I-35, I-45"
77070,29.97783,-95.57377,Houston,TX,Texas,True,,58229.0,1723.4,48201,Harris,"{""48201"": 100}",Harris,48201,False,False,America/Chicago,"I-10, I-35"
89123,36.0352,-115.14908,Las Vegas,NV,Nevada,True,,58205.0,2169.7,32003,Clark,"{""32003"": 100}",Clark,32003,False,False,America/Los_Angeles,"I-90, I-80"
29730,34.8878,-81.02116,Rock Hill,SC,South Carolina,True,,58199.0,188.3,45091,York,"{""45091"": 95.26, ""45023"": 4.74}",York|Chester,45091|45023,False,False,America/New_York,"I-80, I-90"
94591,38.12702,-122.19635,Vallejo,CA,California,True,,58193.0,1065.0,6095,Solano,"{""06095"": 96.95, ""06055"": 3.05}",Solano|Napa,06095|06055,False,False,America/Los_Angeles,"I-5, I-10"
93030,34.2051,-119.1753,Oxnard,CA,California,True,,58192.0,1592.0,6111,Ventura,"{""06111"": 100}",Ventura,06111,False,False,America/Los_Angeles,"I-10, I-405"
32256,30.1929,-81.50309,Jacksonville,FL,Florida,True,,58192.0,366.1,12031,Duval,"{""12031"": 100}",Duval,12031,False,False,America/New_York,"I-75, I-4"
23454,36.83216,-76.02616,Virginia Beach,VA,Virginia,True,,58178.0,998.8,51810,Virginia Beach,"{""51810"": 100}",Virginia Beach,51810,False,False,America/New_York,"I-80, I-90"
7083,40.69443,-74.2692,Union,NJ,New Jersey,True,,58170.0,2573.8,34039,Union,"{""34039"": 100}",Union,34039,False,False,America/New_York,"I-90, I-80"
11225,40.6631,-73.95392,Brooklyn,NY,New York,True,,58158.0,25667.5,36047,Kings,"{""36047"": 100}",Kings,36047,False,False,America/New_York,"I-495, I-87"
53215,42.99931,-87.94625,Milwaukee,WI,Wisconsin,True,,58146.0,4069.9,55079,Milwaukee,"{""55079"": 100}",Milwaukee,55079,False,False,America/Chicago,"I-80, I-90"
92570,33.78377,-117.31737,Perris,CA,California,True,,58082.0,211.0,6065,Riverside,"{""06065"": 100}",Riverside,06065,False,False,America/Los_Angeles,"I-15, I-405"
89117,36.14267,-115.28001,Las Vegas,NV,Nevada,True,,58082.0,2440.0,32003,Clark,"{""32003"": 100}",Clark,32003,False,False,America/Los_Angeles,"I-90, I-80"
43230,40.03648,-82.87057,Columbus,OH,Ohio,True,,58076.0,1098.9,39049,Franklin,"{""39049"": 100}",Franklin,39049,False,False,America/New_York,"I-80, I-77"
27284,36.11818,-80.07794,Kernersville,NC,North Carolina,True,,58065.0,284.5,37067,Forsyth,"{""37067"": 82.89, ""37081"": 14.39, ""37057"": 2.72}",Forsyth|Guilford|Davidson,37067|37081|37057,False,False,America/New_York,"I-90, I-80"
37130,35.8809,-86.33003,Murfreesboro,TN,Tennessee,True,,58064.0,414.1,47149,Rutherford,"{""47149"": 100}",Rutherford,47149,False,False,America/Chicago,"I-90, I-80"
73013,35.62149,-97.49614,Edmond,OK,Oklahoma,True,,58023.0,685.4,40109,Oklahoma,"{""40109"": 100}",Oklahoma,40109,False,False,America/Chicago,"I-90, I-80"
10128,40.78151,-73.95018,New York,NY,New York,True,,57976.0,49419.5,36061,New York,"{""36061"": 100}",New York,36061,False,False,America/New_York,"I-90, I-87"
78240,29.5244,-98.60813,San Antonio,TX,Texas,True,,57921.0,2001.7,48029,Bexar,"{""48029"": 100}",Bexar,48029,False,False,America/Chicago,"I-10, I-20"
33018,25.92,-80.39274,Hialeah,FL,Florida,True,,57921.0,796.2,12086,Miami-Dade,"{""12086"": 100}",Miami-Dade,12086,False,False,America/New_York,"I-95, I-10"
11210,40.62801,-73.94631,Brooklyn,NY,New York,True,,57915.0,13562.2,36047,Kings,"{""36047"": 100}",Kings,36047,False,False,America/New_York,"I-95, I-90"
30518,34.132,-84.02578,Buford,GA,Georgia,True,,57912.0,558.5,13135,Gwinnett,"{""13135"": 70.51, ""13139"": 29.49}",Gwinnett|Hall,13135|13139,False,False,America/New_York,"I-285, I-85"
38654,34.93635,-89.82409,Olive Branch,MS,Mississippi,True,,57898.0,243.5,28033,DeSoto,"{""28033"": 96.64, ""28093"": 3.36}",DeSoto|Marshall,28033|28093,False,False,America/Chicago,"I-80, I-90"
92020,32.79557,-116.9697,El Cajon,CA,California,True,,57842.0,2009.1,6073,San Diego,"{""06073"": 100}",San Diego,06073,False,False,America/Los_Angeles,"I-80, I-405"
94087,37.35164,-122.03669,Sunnyvale,CA,California,True,,57767.0,3384.0,6085,Santa Clara,"{""06085"": 100}",Santa Clara,06085,False,False,America/Los_Angeles,"I-15, I-80"
22003,38.8308,-77.21402,Annandale,VA,Virginia,True,,57755.0,1765.0,51059,Fairfax,"{""51059"": 100}",Fairfax,51059,False,False,America/New_York,"I-90, I-80"
77089,29.58698,-95.2257,Houston,TX,Texas,True,,57741.0,1710.4,48201,Harris,"{""48201"": 100}",Harris,48201,False,False,America/Chicago,"I-20, I-45"
91913,32.62174,-116.98609,Chula Vista,CA,California,True,,57721.0,2450.2,6073,San Diego,"{""06073"": 100}",San Diego,06073,False,False,America/Los_Angeles,"I-80, I-10"
29732,34.96979,-81.07963,Rock Hill,SC,South Carolina,True,,57675.0,421.7,45091,York,"{""45091"": 100}",York,45091,False,False,America/New_York,"I-90, I-80"
41042,38.98595,-84.64906,Florence,KY,Kentucky,True,,57634.0,1006.3,21015,Boone,"{""21015"": 94.59, ""21117"": 5.41}",Boone|Kenton,21015|21117,False,False,America/New_York,"I-90, I-80"
96744,21.4427,-157.83328,Kaneohe,HI,Hawaii,True,,57620.0,658.8,15003,Honolulu,"{""15003"": 100}",Honolulu,15003,False,False,Pacific/Honolulu,"I-90, I-80"
85033,33.49443,-112.21193,Phoenix,AZ,Arizona,True,,57591.0,3634.6,4013,Maricopa,"{""04013"": 100}",Maricopa,04013,False,False,America/Phoenix,"I-80, I-90"
46227,39.67607,-86.13145,Indianapolis,IN,Indiana,True,,57587.0,1332.2,18097,Marion,"{""18097"": 100}",Marion,18097,False,False,America/Indiana/Indianapolis,"I-80, I-90"
97301,44.94948,-123.00439,Salem,OR,Oregon,True,,57574.0,1966.3,41047,Marion,"{""41047"": 100}",Marion,41047,False,False,America/Los_Angeles,"I-90, I-80"
97045,45.32834,-122.53058,Oregon City,OR,Oregon,True,,57526.0,255.9,41005,Clackamas,"{""41005"": 100}",Clackamas,41005,False,False,America/Los_Angeles,"I-90, I-80"
28216,35.31039,-80.8883,Charlotte,NC,North Carolina,True,,57507.0,739.6,37119,Mecklenburg,"{""37119"": 100}",Mecklenburg,37119,False,False,America/New_York,"I-90, I-80"
95648,38.92643,-121.31101,Lincoln,CA,California,True,,57459.0,153.7,6061,Placer,"{""06061"": 100}",Placer,06061,False,False,America/Los_Angeles,"I-10, I-405"
78852,28.82698,-100.31543,Eagle Pass,TX,Texas,True,,57434.0,45.9,48323,Maverick,"{""48323"": 100}",Maverick,48323,False,False,America/Chicago,"I-10, I-10"
91732,34.07239,-118.01455,El Monte,CA,California,True,,57431.0,4884.6,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-5, I-405"
84003,40.46629,-111.69334,American Fork,UT,Utah,True,,57430.0,301.3,49049,Utah,"{""49049"": 100}",Utah,49049,False,False,America/Denver,"I-90, I-80"
10306,40.57149,-74.1243,Staten Island,NY,New York,True,,57428.0,3067.3,36085,Richmond,"{""36085"": 100}",Richmond,36085,False,False,America/New_York,"I-495, I-90"
90745,33.82117,-118.26458,Carson,CA,California,True,,57397.0,2693.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-5, I-10"
35242,33.42371,-86.67073,Birmingham,AL,Alabama,True,,57374.0,423.0,1117,Shelby,"{""01117"": 80.44, ""01073"": 19.56}",Shelby|Jefferson,01117|01073,False,False,America/Chicago,"I-90, I-80"
95112,37.34461,-121.88346,San Jose,CA,California,True,,57373.0,3047.1,6085,Santa Clara,"{""06085"": 100}",Santa Clara,06085,False,False,America/Los_Angeles,"I-80, I-15"
92324,34.03398,-117.29008,Colton,CA,California,True,,57365.0,797.5,6071,San Bernardino,"{""06071"": 68.44, ""06065"": 31.56}",San Bernardino|Riverside,06071|06065,False,False,America/Los_Angeles,"I-405, I-5"
44077,41.69933,-81.21142,Painesville,OH,Ohio,True,,57325.0,365.6,39085,Lake,"{""39085"": 100}",Lake,39085,False,False,America/New_York,"I-71, I-90"
78250,29.50341,-98.66668,San Antonio,TX,Texas,True,,57323.0,2349.9,48029,Bexar,"{""48029"": 100}",Bexar,48029,False,False,America/Chicago,"I-10, I-10"
8901,40.48426,-74.44275,New Brunswick,NJ,New Jersey,True,,57263.0,3528.1,34023,Middlesex,"{""34023"": 100}",Middlesex,34023,False,False,America/New_York,"I-90, I-80"
21061,39.16116,-76.63226,Glen Burnie,MD,Maryland,True,,57230.0,1812.6,24003,Anne Arundel,"{""24003"": 100}",Anne Arundel,24003,False,False,America/New_York,"I-90, I-80"
45140,39.25603,-84.24433,Loveland,OH,Ohio,True,,57211.0,501.1,39025,Clermont,"{""39025"": 53.33, ""39165"": 30.97, ""39061"": 15.7}",Clermont|Warren|Hamilton,39025|39165|39061,False,False,America/New_York,"I-90, I-77"
95111,37.28401,-121.82731,San Jose,CA,California,True,,57202.0,3804.4,6085,Santa Clara,"{""06085"": 100}",Santa Clara,06085,False,False,America/Los_Angeles,"I-80, I-405"
60505,41.76527,-88.29576,Aurora,IL,Illinois,True,,57199.0,2177.8,17089,Kane,"{""17089"": 100}",Kane,17089,False,False,America/Chicago,"I-94, I-290"
95350,37.67175,-121.00732,Modesto,CA,California,True,,57136.0,2496.7,6099,Stanislaus,"{""06099"": 100}",Stanislaus,06099,False,False,America/Los_Angeles,"I-15, I-5"
92504,33.90607,-117.39854,Riverside,CA,California,True,,57132.0,972.6,6065,Riverside,"{""06065"": 100}",Riverside,06065,False,False,America/Los_Angeles,"I-5, I-405"
77072,29.70006,-95.58539,Houston,TX,Texas,True,,57108.0,2972.3,48201,Harris,"{""48201"": 100}",Harris,48201,False,False,America/Chicago,"I-20, I-10"
7105,40.72266,-74.13874,Newark,NJ,New Jersey,True,,57093.0,4751.9,34013,Essex,"{""34013"": 100}",Essex,34013,False,False,America/New_York,"I-80, I-90"
87111,35.13824,-106.51589,Albuquerque,NM,New Mexico,True,,57085.0,1735.4,35001,Bernalillo,"{""35001"": 100}",Bernalillo,35001,False,False,America/Denver,"I-90, I-80"
31419,31.98479,-81.23867,Savannah,GA,Georgia,True,,57077.0,302.3,13051,Chatham,"{""13051"": 100}",Chatham,13051,False,False,America/New_York,"I-20, I-85"
90034,34.03059,-118.39936,Los Angeles,CA,California,True,,57075.0,7106.0,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-80, I-15"
60638,41.78175,-87.77057,Chicago,IL,Illinois,True,,57074.0,1991.6,17031,Cook,"{""17031"": 100}",Cook,17031,False,False,America/Chicago,"I-55, I-290"
77088,29.88148,-95.45316,Houston,TX,Texas,True,,57047.0,1984.5,48201,Harris,"{""48201"": 100}",Harris,48201,False,False,America/Chicago,"I-20, I-35"
23112,37.43738,-77.66394,Midlothian,VA,Virginia,True,,57016.0,686.7,51041,Chesterfield,"{""51041"": 99.28, ""51145"": 0.72}",Chesterfield|Powhatan,51041|51145,False,False,America/New_York,"I-80, I-90"
28110,35.06552,-80.52781,Monroe,NC,North Carolina,True,,56971.0,172.7,37179,Union,"{""37179"": 100}",Union,37179,False,False,America/New_York,"I-80, I-90"
78753,30.38353,-97.67335,Austin,TX,Texas,True,,56920.0,1936.7,48453,Travis,"{""48453"": 100}",Travis,48453,False,False,America/Chicago,"I-20, I-10"
29579,33.76052,-78.91463,Myrtle Beach,SC,South Carolina,True,,56915.0,414.8,45051,Horry,"{""45051"": 100}",Horry,45051,False,False,America/New_York,"I-90, I-80"
19149,40.03781,-75.06544,Philadelphia,PA,Pennsylvania,True,,56914.0,9205.1,42101,Philadelphia,"{""42101"": 100}",Philadelphia,42101,False,False,America/New_York,"I-80, I-76"
33125,25.7839,-80.23738,Miami,FL,Florida,True,,56897.0,5606.8,12086,Miami-Dade,"{""12086"": 100}",Miami-Dade,12086,False,False,America/New_York,"I-10, I-4"
60453,41.71412,-87.75278,Oak Lawn,IL,Illinois,True,,56861.0,2584.6,17031,Cook,"{""17031"": 100}",Cook,17031,False,False,America/Chicago,"I-57, I-90"
90042,34.11475,-118.192,Los Angeles,CA,California,True,,56835.0,4855.7,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-10, I-5"
92057,33.25326,-117.28704,Oceanside,CA,California,True,,56835.0,1466.5,6073,San Diego,"{""06073"": 100}",San Diego,06073,False,False,America/Los_Angeles,"I-15, I-10"
11435,40.70111,-73.80968,Jamaica,NY,New York,True,,56826.0,14524.0,36081,Queens,"{""36081"": 100}",Queens,36081,False,False,America/New_York,"I-495, I-95"
38017,35.06722,-89.65347,Collierville,TN,Tennessee,True,,56826.0,267.7,47157,Shelby,"{""47157"": 56.54, ""47047"": 43.46}",Shelby|Fayette,47157|47047,False,False,America/Chicago,"I-90, I-80"
19020,40.10453,-74.93853,Bensalem,PA,Pennsylvania,True,,56809.0,1270.2,42017,Bucks,"{""42017"": 99.9, ""42101"": 0.1}",Bucks|Philadelphia,42017|42101,False,False,America/New_York,"I-81, I-95"
95757,38.33886,-121.43643,Elk Grove,CA,California,True,,56764.0,339.8,6067,Sacramento,"{""06067"": 100}",Sacramento,06067,False,False,America/Los_Angeles,"I-5, I-405"
85295,33.30639,-111.73804,Gilbert,AZ,Arizona,True,,56744.0,1816.8,4013,Maricopa,"{""04013"": 100}",Maricopa,04013,False,False,America/Phoenix,"I-80, I-90"
90066,34.00166,-118.43104,Los Angeles,CA,California,True,,56740.0,4556.1,6037,Los Angeles,"{""06037"": 100}",Los Angeles,06037,False,False,America/Los_Angeles,"I-405, I-10"
55106,44.95743,-93.04679,Saint Paul,MN,Minnesota,True,,56708.0,2324.0,27123,Ramsey,"{""27123"": 100}",Ramsey,27123,False,False,America/Chicago,"I-80, I-90"
78681,30.5355,-97.71981,Round Rock,TX,Texas,True,,56691.0,943.9,48491,Williamson,"{""48491"": 100}",Williamson,48491,False,False,America/Chicago,"I-35, I-10"
65807,37.166,-93.32483,Springfield,MO,Missouri,True,,56659.0,1040.9,29077,Greene,"{""29077"": 100}",Greene,29077,False,False,America/Chicago,"I-80, I-90"
32164,29.48316,-81.2174,Palm Coast,FL,Florida,True,,56658.0,672.9,12035,Flagler,"{""12035"": 100}",Flagler,12035,False,False,America/New_York,"I-4, I-10"
37087,36.2733,-86.27224,Lebanon,TN,Tennessee,True,,56655.0,132.6,47189,Wilson,"{""47189"": 87.0, ""47159"": 7.42, ""47169"": 5.58}",Wilson|Smith|Trousdale,47189|47159|47169,False,False,America/Chicago,"I-90, I-80"
29651,34.94653,-82.22649,Greer,SC,South Carolina,True,,56599.0,243.9,45045,Greenville,"{""45045"": 56.27, ""45083"": 43.73}",Greenville|Spartanburg,45045|45083,False,False,America/New_York,"I-80, I-90"
17331,39.79085,-76.98028,Hanover,PA,Pennsylvania,True,,56443.0,292.8,42133,York,"{""42133"": 60.52, ""42001"": 39.48}",York|Adams,42133|42001,False,False,America/New_York,"I-80, I-76"
15601,40.31397,-79.53643,Greensburg,PA,Pennsylvania,True,,56425.0,270.1,42129,Westmoreland,"{""42129"": 100}",Westmoreland,42129,False,False,America/New_York,"I-95, I-76"
